"Year","City","Violent Crime Total","Murder and Nonnegligent Manslaughter","Rape","Robbery","Aggravated Assault","Property Crime Total","Burglary","Larceny-Theft","Motor Vehicle Theft"
"2004","Fort Wayne, IN","865","5","6","44","810","1,411","1,252","54"
"2005","Fort Wayne, IN","994","10","9","55","920","1,465","1,274","75"
"2006","Fort Wayne, IN","994","10","13","105","866","1,505","1,162","127"
"2007","Fort Wayne, IN","273","8","19","105","141","1,679","1,379","108"
"2008","Fort Wayne, IN","233","7","9","96","121","2,061","1,687","92"
"2009","Fort Wayne, IN","302","9","10","140","143","1,807","1,569","58"
"2010","Fort Wayne, IN","300","12","9","86","193","1,763","1,475","68"
"2011","Fort Wayne, IN","408","1","6","44","357","1,291","1,154","48"
"2012","Fort Wayne, IN","445","2","4","89","350","1,270","1,107","40"
"2013","Fort Wayne, IN"
"2014","Fort Wayne, IN","~","9","~","55","711","1,190","1,055","54"
"2001","Indianapolis, IN","5,545","95","92","739","4,619","4,213","2,439","924"
"2002","Indianapolis, IN","5,428","111","89","748","4,480","4,203","2,412","874"
"2003","Indianapolis, IN","4,988","98","83","732","4,075","4,039","2,262","879"
"2004","Indianapolis, IN","5,282","116","88","759","4,319","4,375","2,478","904"
"2005","Indianapolis, IN","5,498","102","92","774","4,530","4,570","2,558","979"
"2006","Indianapolis, IN"
"2007","Indianapolis, IN","3,408","85","140","994","2,189","6,814","4,620","1,128"
"2008","Indianapolis, IN","3,702","99","116","987","2,500","7,486","5,143","1,023"
"2009","Indianapolis, IN","3,558","66","99","963","2,430","6,730","4,722","659"
"2010","Indianapolis, IN"
"2011","Indianapolis, IN","3,572","88","103","882","2,499","8,008","5,732","814"
"2012","Indianapolis, IN","2,421","75","53","501","1,792","6,228","4,818","496"
"2013","Indianapolis, IN","~","100","~","479","1,775","6,349","5,069","504"
"2014","Indianapolis, IN","~","86","~","501","1,625","4,841","3,806","485"
"2001","Wichita, KS"
"2002","Wichita, KS","6","1","- 1","1","4","26","19","1"
"2003","Wichita, KS","391","15","26","87","263","2,173","1,923","66"
"2004","Wichita, KS","641","12","53","124","452","3,118","2,668","149"
"2005","Wichita, KS","577","5","40","112","420","2,304","1,889","157"
"2006","Wichita, KS","727","19","65","95","548","1,730","1,314","170"
"2007","Wichita, KS","798","34","58","155","551","2,008","1,500","161"
"2008","Wichita, KS","714","22","62","115","515","2,120","1,686","124"
"2009","Wichita, KS","784","30","53","139","562","2,367","1,971","116"
"2010","Wichita, KS","746","18","61","109","558","1,961","1,570","98"
"2011","Wichita, KS","745","19","77","105","544","2,059","1,640","143"
"2012","Wichita, KS","723","26","51","128","518","2,109","1,681","158"
"2013","Wichita, KS","~","22","~","91","513","2,073","1,651","171"
"2014","Wichita, KS","~","20","~","129","438","1,804","1,433","174"
"2001","Louisville, KY","1,354","29","29","300","996","2,616","1,403","489"
"2002","Louisville, KY","1,556","32","33","351","1,140","2,666","1,343","634"
"2003","Louisville, KY"
"2004","Louisville, KY"
"2005","Louisville, KY"
"2006","Louisville, KY"
"2007","Louisville, KY"
"2008","Louisville, KY"
"2009","Louisville, KY"
"2010","Louisville, KY"
"2011","Louisville, KY"
"2012","Louisville, KY"
"2013","Louisville, KY"
"2014","Louisville, KY"
"2001","New Orleans, LA"
"2002","New Orleans, LA"
"2003","New Orleans, LA"
"2004","New Orleans, LA"
"2005","New Orleans, LA"
"2006","New Orleans, LA"
"2007","New Orleans, LA"
"2008","New Orleans, LA"
"2009","New Orleans, LA"
"2010","New Orleans, LA"
"2011","New Orleans, LA"
"2012","New Orleans, LA"
"2013","New Orleans, LA"
"2014","New Orleans, LA"
"2001","Baltimore, MD","3,178","245","166","1,224","1,543","9,012","5,302","1,445"
"2002","Baltimore, MD","3,114","214","106","1,110","1,684","8,046","4,264","2,145"
"2003","Baltimore, MD","2,757","194","95","937","1,531","7,607","3,901","2,024"
"2004","Baltimore, MD","2,254","155","82","870","1,147","7,072","3,508","1,856"
"2005","Baltimore, MD","2,031","129","62","847","993","5,299","2,066","1,662"
"2006","Baltimore, MD","2,254","119","53","1,119","963","4,979","1,746","1,458"
"2007","Baltimore, MD","2,030","125","58","957","890","4,346","1,577","1,295"
"2008","Baltimore, MD","1,940","103","56","945","836","4,126","1,749","970"
"2009","Baltimore, MD","1,955","132","72","975","776","3,710","1,591","791"
"2010","Baltimore, MD","1,845","126","54","802","863","2,612","803","608"
"2011","Baltimore, MD","1,970","88","96","664","1,122","3,331","1,255","606"
"2012","Baltimore, MD","2,161","79","105","847","1,130","3,798","1,539","645"
"2013","Baltimore, MD","~","102","~","1,021","1,189","3,991","2,417","453"
"2014","Baltimore, MD","~","86","~","1,167","1,216","4,587","2,865","403"
"2001","Boston, MA","3,744","39","86","689","2,930","2,853","2,132","285"
"2002","Boston, MA","4,173","43","100","850","3,180","3,235","2,452","213"
"2003","Boston, MA"
"2004","Boston, MA"
"2005","Boston, MA"
"2006","Boston, MA","4,363","32","78","937","3,316","3,199","2,391","116"
"2007","Boston, MA","4,108","27","68","857","3,156","3,117","2,252","170"
"2008","Boston, MA","4,238","28","49","933","3,228","3,153","2,374","81"
"2009","Boston, MA","4,045","21","57","848","3,119","2,764","2,065","115"
"2010","Boston, MA","3,544","25","49","656","2,814","2,583","1,905","110"
"2011","Boston, MA","3,217","22","49","639","2,507","2,521","1,828","127"
"2012","Boston, MA","3,132","29","50","579","2,474","2,336","1,746","80"
"2013","Boston, MA","~","24","~","532","2,201","2,409","1,788","103"
"2014","Boston, MA","~","19","~","590","2,303","2,614","1,962","135"
"2001","Detroit, MI","7,837","646","498","1,819","4,874","4,320","2,168","263"
"2002","Detroit, MI","7,014","493","328","1,409","4,784","4,117","2,072","190"
"2003","Detroit, MI","5,956","349","297","1,164","4,146","3,524","1,676","193"
"2004","Detroit, MI","4,583","261","193","1,037","3,092","2,839","1,424","125"
"2005","Detroit, MI","3,840","120","74","821","2,825","4,205","940","2,101"
"2006","Detroit, MI","3,858","123","72","1,015","2,648","4,544","1,147","2,064"
"2007","Detroit, MI","4,061","185","48","1,018","2,810","4,511","1,196","1,796"
"2008","Detroit, MI","3,320","81","43","914","2,282","4,099","1,029","1,346"
"2009","Detroit, MI","3,141","96","39","754","2,252","2,869","728","890"
"2010","Detroit, MI","3,298","49","52","821","2,376","2,566","738","679"
"2011","Detroit, MI","2,805","35","47","620","2,103","2,483","664","693"
"2012","Detroit, MI","2,364","33","45","550","1,736","2,037","508","570"
"2013","Detroit, MI","~","107","~","697","1,822","1,977","521","505"
"2014","Detroit, MI","~","170","~","458","2,024","1,408","404","369"
"2001","Minneapolis, MN"
"2002","Minneapolis, MN"
"2003","Minneapolis, MN"
"2004","Minneapolis, MN","1,457","46","136","432","843","2,321","1,315","633"
"2005","Minneapolis, MN","2,213","22","113","753","1,325","3,438","2,002","922"
"2006","Minneapolis, MN","1,531","8","77","531","915","2,144","1,186","522"
"2007","Minneapolis, MN","1,371","41","76","435","819","1,878","1,053","427"
"2008","Minneapolis, MN","1,293","26","66","396","805","1,649","885","308"
"2009","Minneapolis, MN","1,194","11","57","311","815","2,168","1,616","206"
"2010","Minneapolis, MN","1,095","22","56","275","742","2,032","1,576","171"
"2011","Minneapolis, MN","1,248","22","103","384","739","2,427","1,894","150"
"2012","Minneapolis, MN","1,828","32","159","538","1,099","3,758","3,055","204"
"2013","Minneapolis, MN","~","19","~","395","683","2,234","1,781","115"
"2014","Minneapolis, MN","~","37","~","405","678","2,316","1,850","144"
"2001","St. Paul, MN"
"2002","St. Paul, MN"
"2003","St. Paul, MN"
"2004","St. Paul, MN"
"2005","St. Paul, MN"
"2006","St. Paul, MN","1,060","13","36","246","765","1,666","677","453"
"2007","St. Paul, MN","1,072","11","49","281","731","1,984","1,215","384"
"2008","St. Paul, MN","1,095","20","51","286","738","2,181","1,477","352"
"2009","St. Paul, MN","1,018","33","54","253","678","2,255","1,736","234"
"2010","St. Paul, MN","1,004","22","58","200","724","2,086","1,531","219"
"2011","St. Paul, MN","861","10","49","204","598","2,256","1,746","216"
"2012","St. Paul, MN","1,308","19","62","298","929","2,842","2,094","326"
"2013","St. Paul, MN","~","14","~","227","597","1,948","1,451","237"
"2014","St. Paul, MN","~","9","~","171","525","1,806","1,321","275"
"2001","St. Louis, MO","4,237","112","115","827","3,183","4,416","3,236","263"
"2002","St. Louis, MO","4,381","135","122","727","3,397","4,376","3,217","268"
"2003","St. Louis, MO","3,853","93","86","698","2,976","4,109","3,164","274"
"2004","St. Louis, MO","3,518","91","104","626","2,697","4,007","2,744","543"
"2005","St. Louis, MO","4,098","91","110","765","3,132","4,692","3,576","285"
"2006","St. Louis, MO","4,336","108","158","860","3,210","5,078","3,719","305"
"2007","St. Louis, MO","2,901","101","139","742","1,919","5,397","3,918","304"
"2008","St. Louis, MO","2,526","101","106","689","1,630","4,857","3,418","314"
"2009","St. Louis, MO","2,633","138","102","743","1,650","4,083","2,824","222"
"2010","St. Louis, MO","2,333","117","94","697","1,425","3,798","2,449","168"
"2011","St. Louis, MO","2,356","99","88","726","1,443","4,130","2,590","167"
"2012","St. Louis, MO","2,023","122","84","679","1,138","3,217","2,112","140"
"2013","St. Louis, MO","~","83","~","582","1,098","2,944","1,982","127"
"2014","St. Louis, MO","~","108","~","547","1,042","2,578","1,720","110"
"2001","Lincoln, NE","287","6","47","55","179","1,811","1,558","53"
"2002","Lincoln, NE","274","6","36","53","179","1,790","1,524","46"
"2003","Lincoln, NE","269","9","42","43","175","1,609","1,349","68"
"2004","Lincoln, NE","318","4","50","73","191","1,693","1,462","41"
"2005","Lincoln, NE","457","9","44","84","320","1,647","1,459","4"
"2006","Lincoln, NE","402","8","44","59","291","1,649","1,386","52"
"2007","Lincoln, NE","426","7","51","62","306","1,591","1,347","69"
"2008","Lincoln, NE","430","4","34","83","309","1,633","1,402","49"
"2009","Lincoln, NE"
"2010","Lincoln, NE","373","3","37","72","261","1,472","1,299","52"
"2011","Lincoln, NE","414","6","50","70","288","1,654","1,468","54"
"2012","Lincoln, NE","465","2","33","76","354","2,199","2,008","43"
"2013","Lincoln, NE","~","3","~","63","339","2,131","1,971","46"
"2014","Lincoln, NE","~","5","~","51","349","2,160","2,002","57"
"2001","Omaha, NE","499","24","38","176","261","4,846","4,374","198"
"2002","Omaha, NE","513","23","54","205","231","4,698","4,230","176"
"2003","Omaha, NE","493","36","36","195","226","3,691","3,190","154"
"2004","Omaha, NE","563","24","46","209","284","3,836","3,399","100"
"2005","Omaha, NE","637","22","49","166","400","3,942","3,534","147"
"2006","Omaha, NE","630","25","49","194","362","3,949","3,484","136"
"2007","Omaha, NE"
"2008","Omaha, NE","794","28","47","243","476","3,889","3,517","142"
"2009","Omaha, NE","814","21","50","247","496","4,349","3,903","138"
"2010","Omaha, NE","765","19","36","198","512","3,993","3,598","134"
"2011","Omaha, NE","844","34","66","203","541","4,616","4,164","138"
"2012","Omaha, NE","768","22","45","193","508","3,933","3,506","137"
"2013","Omaha, NE","~","28","~","165","521","3,557","3,211","94"
"2014","Omaha, NE","~","29","~","176","558","4,310","3,903","140"
"2001","Henderson, NV","177","9","23","51","94","971","613","92"
"2002","Henderson, NV","137","4","16","34","83","959","587","114"
"2003","Henderson, NV","206","4","22","38","142","970","671","64"
"2004","Henderson, NV","198","6","23","53","116","1,072","799","38"
"2005","Henderson, NV","220","4","13","67","136","1,295","984","42"
"2006","Henderson, NV","262","5","22","102","133","1,245","741","145"
"2007","Henderson, NV","243","4","16","95","128","1,417","979","28"
"2008","Henderson, NV","230","3","19","99","109","1,409","957","20"
"2009","Henderson, NV","285","8","15","105","157","1,456","1,064","19"
"2010","Henderson, NV","261","8","12","69","172","1,430","1,185","20"
"2011","Henderson, NV","234","1","11","46","176","1,246","998","10"
"2012","Henderson, NV","166","1","13","44","108","1,304","1,057","36"
"2013","Henderson, NV","~","3","~","71","80","1,406","1,059","36"
"2014","Henderson, NV","~","1","~","73","105","1,394","1,038","30"
"2001","Las Vegas, NV","1,748","88","152","874","634","11,990","7,455","1,492"
"2002","Las Vegas, NV","2,079","70","125","924","960","12,916","7,945","1,671"
"2003","Las Vegas, NV","1,931","63","186","819","863","12,009","7,255","1,569"
"2004","Las Vegas, NV","2,000","74","87","793","1,046","12,960","7,984","1,720"
"2005","Las Vegas, NV","2,039","105","96","755","1,083","11,319","6,424","1,750"
"2006","Las Vegas, NV","2,582","110","114","1,074","1,284","8,746","5,810","1,774"
"2007","Las Vegas, NV","3,172","96","97","1,103","1,876","8,400","5,912","1,574"
"2008","Las Vegas, NV","4,030","91","148","1,249","2,542","9,486","7,260","854"
"2009","Las Vegas, NV","5,072","102","128","1,434","3,408","10,815","9,166","519"
"2010","Las Vegas, NV","4,750","86","100","1,288","3,276","9,645","8,291","420"
"2011","Las Vegas, NV","4,234","74","110","1,191","2,859","8,743","7,316","381"
"2012","Las Vegas, NV","4,160","71","112","1,118","2,859","8,418","6,971","321"
"2013","Las Vegas, NV","~","81","~","1,203","2,580","8,345","6,761","383"
"2014","Las Vegas, NV","~","91","~","1,383","2,795","7,133","5,616","476"
"2001","Jersey City, NJ","1,129","18","17","338","756","946","725","13"
"2002","Jersey City, NJ","1,235","22","20","379","814","933","741","13"
"2003","Jersey City, NJ","1,301","15","19","418","849","801","616","23"
"2004","Jersey City, NJ","1,073","13","8","341","711","892","713","19"
"2005","Jersey City, NJ","1,009","21","3","365","620","734","518","14"
"2006","Jersey City, NJ","1,042","25","- 1","465","552","728","523","3"
"2007","Jersey City, NJ","975","26","4","400","545","781","554","8"
"2008","Jersey City, NJ","839","27","8","382","422","797","587","3"
"2009","Jersey City, NJ","749","25","6","323","395","705","534","14"
"2010","Jersey City, NJ","730","25","10","299","396","656","497","2"
"2011","Jersey City, NJ","727","17","14","289","407","608","413","- 1"
"2012","Jersey City, NJ","736","9","8","285","434","614","389","- 1"
"2013","Jersey City, NJ","~","22","~","261","452","457","309","- 1"
"2014","Jersey City, NJ","~","22","~","198","337","487","341","- 1"
"2001","Newark, NJ","1,737","56","52","477","1,152","1,578","1,029","37"
"2002","Newark, NJ","1,437","36","46","443","912","1,448","969","50"
"2003","Newark, NJ","1,279","52","42","406","779","1,265","760","60"
"2004","Newark, NJ","1,325","47","30","365","883","1,162","684","37"
"2005","Newark, NJ","1,104","53","39","355","657","991","553","27"
"2006","Newark, NJ","1,046","41","33","405","567","983","551","26"
"2007","Newark, NJ","1,046","46","24","378","598","727","386","22"
"2008","Newark, NJ","1,097","33","21","417","626","761","366","18"
"2009","Newark, NJ","1,072","32","18","453","569","581","314","14"
"2010","Newark, NJ","1,019","49","11","347","612","623","273","1"
"2011","Newark, NJ","906","31","3","295","577","647","292","8"
"2012","Newark, NJ","819","28","16","338","437","590","333","8"
"2013","Newark, NJ","~","36","~","411","373","568","342","3"
"2014","Newark, NJ","~","45","~","341","361","546","339","15"
"2001","Albuquerque, NM","1,264","30","24","228","982","2,317","1,807","146"
"2002","Albuquerque, NM","1,289","37","23","237","992","2,344","1,888","162"
"2003","Albuquerque, NM","1,069","38","26","159","846","1,988","1,542","132"
"2004","Albuquerque, NM","1,095","31","24","184","856","1,997","1,601","79"
"2005","Albuquerque, NM","1,240","31","9","212","988","1,926","1,537","73"
"2006","Albuquerque, NM","1,139","25","22","174","918","1,739","1,254","122"
"2007","Albuquerque, NM","1,312","33","32","217","1,030","2,114","1,626","118"
"2008","Albuquerque, NM","1,507","35","38","213","1,221","4,743","4,241","75"
"2009","Albuquerque, NM","1,567","35","21","163","1,348","5,687","5,089","97"
"2010","Albuquerque, NM","1,621","28","15","155","1,423","5,639","4,988","121"
"2011","Albuquerque, NM","1,688","34","20","148","1,486","5,518","4,910","87"
"2012","Albuquerque, NM","1,627","31","25","134","1,437","5,757","5,022","119"
"2013","Albuquerque, NM","~","25","~","137","1,377","6,010","5,238","99"
"2014","Albuquerque, NM","~","20","~","105","1,480","5,385","4,737","121"
"2001","Buffalo, NY","1,451","35","51","444","921","1,863","875","533"
"2002","Buffalo, NY","1,459","19","43","444","953","1,917","906","557"
"2003","Buffalo, NY","1,319","23","41","394","861","1,937","1,066","403"
"2004","Buffalo, NY","1,648","30","54","438","1,126","2,253","1,175","544"
"2005","Buffalo, NY","1,550","43","63","436","1,008","2,324","1,308","447"
"2006","Buffalo, NY","1,637","74","52","494","1,017","2,350","1,273","416"
"2007","Buffalo, NY","1,430","53","43","433","901","2,316","1,256","453"
"2008","Buffalo, NY","1,581","61","51","454","1,015","2,350","1,317","392"
"2009","Buffalo, NY","1,767","26","43","588","1,110","2,293","1,324","375"
"2010","Buffalo, NY","1,592","19","41","485","1,047","2,489","1,501","314"
"2011","Buffalo, NY"
"2012","Buffalo, NY","1,382","14","23","435","910","2,341","1,427","306"
"2013","Buffalo, NY","~","16","~","464","972","2,194","1,391","266"
"2014","Buffalo, NY","~","14","~","456","931","2,098","1,371","250"
"2001","New York City, NY","33,576","621","930","12,454","19,571","31,536","22,795","3,490"
"2002","New York City, NY"
"2003","New York City, NY"
"2004","New York City, NY"
"2005","New York City, NY"
"2006","New York City, NY"
"2007","New York City, NY"
"2008","New York City, NY"
"2009","New York City, NY"
"2010","New York City, NY"
"2011","New York City, NY"
"2012","New York City, NY"
"2013","New York City, NY"
"2014","New York City, NY"
"2001","Greensboro, NC","1,033","35","26","380","592","4,120","3,071","292"
"2002","Greensboro, NC","1,004","37","23","322","622","4,268","3,231","271"
"2003","Greensboro, NC","1,042","36","19","369","618","4,220","3,267","255"
"2004","Greensboro, NC"
"2005","Greensboro, NC","1,002","27","17","391","567","3,406","2,700","1"
"2006","Greensboro, NC","870","24","10","334","502","3,243","2,401","43"
"2007","Greensboro, NC","1,008","29","4","357","618","3,486","2,627","57"
"2008","Greensboro, NC","901","16","11","385","489","3,905","3,121","74"
"2009","Greensboro, NC","968","9","17","304","638","4,417","3,662","31"
"2010","Greensboro, NC","735","6","8","232","489","4,003","3,254","17"
"2011","Greensboro, NC","716","25","13","211","467","3,558","2,925","13"
"2012","Greensboro, NC","924","24","17","318","565","4,016","3,324","22"
"2013","Greensboro, NC","~","12","~","279","437","3,504","2,805","3"
"2014","Greensboro, NC","~","9","~","260","377","2,941","2,254","6"
"2001","Raleigh, NC","548","18","27","254","249","1,884","1,347","54"
"2002","Raleigh, NC","546","31","32","243","240","1,890","1,397","54"
"2003","Raleigh, NC","662","36","30","289","307","2,230","1,740","44"
"2004","Raleigh, NC"
"2005","Raleigh, NC","815","35","31","355","394","2,687","2,041","44"
"2006","Raleigh, NC","988","35","22","397","534","2,778","2,109","40"
"2007","Raleigh, NC","806","23","39","349","395","2,848","2,113","31"
"2008","Raleigh, NC","918","54","28","457","379","3,254","2,460","17"
"2009","Raleigh, NC"
"2010","Raleigh, NC","854","27","56","330","441","3,116","2,304","79"
"2011","Raleigh, NC","730","21","44","311","354","3,189","2,271","94"
"2012","Raleigh, NC","860","32","37","297","494","3,270","2,564","97"
"2013","Raleigh, NC","~","24","~","345","612","3,511","2,760","84"
"2014","Raleigh, NC"
"2001","Charlotte, NC","3,324","64","20","433","2,807","3,553","2,621","278"
"2002","Charlotte, NC","3,402","53","46","489","2,814","3,329","2,221","296"
"2003","Charlotte, NC","3,078","52","39","419","2,568","3,439","2,158","512"
"2004","Charlotte, NC"
"2005","Charlotte, NC","2,700","53","38","536","2,073","3,214","2,108","205"
"2006","Charlotte, NC"
"2007","Charlotte, NC","2,442","43","27","570","1,802","3,342","2,061","186"
"2008","Charlotte, NC","2,381","43","36","559","1,743","3,817","2,457","212"
"2009","Charlotte, NC","2,728","58","30","563","2,077","4,099","2,752","145"
"2010","Charlotte, NC","2,836","75","74","593","2,094","4,173","2,817","147"
"2011","Charlotte, NC","2,564","55","78","616","1,815","4,030","2,662","131"
"2012","Charlotte, NC","2,749","51","63","737","1,898","4,229","2,936","112"
"2013","Charlotte, NC","~","35","~","745","1,389","2,799","1,730","112"
"2014","Charlotte, NC","~","34","~","719","2,360","5,007","4,086","133"
"2001","Cincinnati, OH"
"2002","Cincinnati, OH"
"2003","Cincinnati, OH"
"2004","Cincinnati, OH"
"2005","Cincinnati, OH"
"2006","Cincinnati, OH"
"2007","Cincinnati, OH"
"2008","Cincinnati, OH"
"2009","Cincinnati, OH"
"2010","Cincinnati, OH"
"2011","Cincinnati, OH"
"2012","Cincinnati, OH"
"2013","Cincinnati, OH"
"2014","Cincinnati, OH"
"2001","Cleveland, OH"
"2002","Cleveland, OH"
"2003","Cleveland, OH"
"2004","Cleveland, OH","1,428","51","128","537","712","2,143","728","665"
"2005","Cleveland, OH"
"2006","Cleveland, OH","1,521","44","104","689","684","2,108","630","610"
"2007","Cleveland, OH","1,417","51","90","611","665","2,036","599","521"
"2008","Cleveland, OH","1,498","53","100","688","657","2,020","760","372"
"2009","Cleveland, OH","1,442","59","84","589","710","1,849","758","312"
"2010","Cleveland, OH","1,459","50","96","539","774","1,641","603","192"
"2011","Cleveland, OH","1,335","44","90","574","627","1,751","720","166"
"2012","Cleveland, OH","1,174","55","70","520","529","1,579","697","121"
"2013","Cleveland, OH","~","31","~","481","490","1,402","678","147"
"2014","Cleveland, OH","~","29","~","391","479","1,179","569","137"
"2001","Toledo, OH","1,024","20","34","388","582","4,258","3,348","245"
"2002","Toledo, OH"
"2003","Toledo, OH"
"2004","Toledo, OH"
"2005","Toledo, OH"
"2006","Toledo, OH"
"2007","Toledo, OH"
"2008","Toledo, OH"
"2009","Toledo, OH"
"2010","Toledo, OH"
"2011","Toledo, OH"
"2012","Toledo, OH"
"2013","Toledo, OH"
"2014","Toledo, OH"
"2001","Columbus, OH","4,349","52","167","337","3,793","2,337","1,414","317"
"2002","Columbus, OH","4,126","47","194","245","3,640","2,077","1,304","274"
"2003","Columbus, OH","4,037","49","206","270","3,512","2,009","1,241","233"
"2004","Columbus, OH","556","21","60","334","141","2,275","1,013","567"
"2005","Columbus, OH","395","52","26","239","78","1,131","541","283"
"2006","Columbus, OH","434","25","28","279","102","1,178","572","226"
"2007","Columbus, OH","940","30","44","673","193","1,682","793","304"
"2008","Columbus, OH","878","34","47","605","192","1,929","901","316"
"2009","Columbus, OH","847","42","68","612","125","1,761","823","275"
"2010","Columbus, OH","819","38","70","575","136","1,550","723","197"
"2011","Columbus, OH","767","19","48","526","174","1,388","648","177"
"2012","Columbus, OH","633","16","27","439","151","1,274","551","178"
"2013","Columbus, OH","~","29","~","348","190","1,047","526","127"
"2014","Columbus, OH","~","29","~","257","227","717","395","113"
"2001","Tulsa, OK","1,419","31","70","217","1,101","4,085","3,023","441"
"2002","Tulsa, OK","1,365","32","83","264","986","4,234","3,233","391"
"2003","Tulsa, OK","1,130","40","36","194","860","4,743","3,692","321"
"2004","Tulsa, OK","1,069","38","45","182","804","4,175","3,260","365"
"2005","Tulsa, OK","1,250","57","40","243","910","3,684","2,716","330"
"2006","Tulsa, OK","1,078","36","38","267","737","3,903","2,959","273"
"2007","Tulsa, OK","932","48","37","272","575","3,871","3,069","204"
"2008","Tulsa, OK","1,018","46","29","283","660","3,663","3,054","29"
"2009","Tulsa, OK","915","66","29","279","541","4,384","3,823","34"
"2010","Tulsa, OK","867","38","25","295","509","3,786","3,273","28"
"2011","Tulsa, OK","804","42","39","204","519","3,875","3,344","55"
"2012","Tulsa, OK","840","41","35","184","580","3,706","3,154","50"
"2013","Tulsa, OK","~","54","~","190","563","3,960","3,418","42"
"2014","Tulsa, OK","~","42","~","196","456","4,005","3,549","37"
"2001","Oklahoma, OK","1,132","28","69","189","846","3,578","2,376","641"
"2002","Oklahoma, OK","1,148","53","81","235","779","3,719","2,432","724"
"2003","Oklahoma, OK","1,081","40","66","216","759","3,721","2,834","368"
"2004","Oklahoma, OK","1,100","51","59","190","800","3,761","3,151","139"
"2005","Oklahoma, OK","1,065","41","69","158","797","3,707","2,899","253"
"2006","Oklahoma, OK","1,036","48","39","182","767","2,924","2,157","190"
"2007","Oklahoma, OK","1,211","48","50","213","900","2,778","2,060","188"
"2008","Oklahoma, OK","1,401","51","62","246","1,042","3,623","2,805","101"
"2009","Oklahoma, OK","1,746","53","43","286","1,364","4,392","3,680","68"
"2010","Oklahoma, OK","1,645","45","59","209","1,332","4,252","3,539","53"
"2011","Oklahoma, OK","1,525","30","52","209","1,234","4,238","3,588","56"
"2012","Oklahoma, OK","1,418","41","64","193","1,120","4,135","3,408","87"
"2013","Oklahoma, OK","~","48","~","244","1,081","3,751","3,196","87"
"2014","Oklahoma, OK","~","37","~","253","1,140","3,651","3,093","80"
"2001","Portland, OR","785","48","50","337","350","5,100","4,204","503"
"2002","Portland, OR","537","43","34","221","239","4,042","3,181","629"
"2003","Portland, OR","184","36","14","66","68","854","437","317"
"2004","Portland, OR","1,331","69","73","543","646","9,941","8,076","1,093"
"2005","Portland, OR","1,026","74","51","330","571","6,346","5,029","723"
"2006","Portland, OR","1,013","48","52","335","578","5,624","4,700","434"
"2007","Portland, OR","974","34","63","340","537","5,651","4,702","496"
"2008","Portland, OR","981","36","47","333","565","5,944","5,201","316"
"2009","Portland, OR","902","25","53","280","544","5,644","5,059","252"
"2010","Portland, OR","863","34","46","273","510","4,683","4,063","269"
"2011","Portland, OR","824","19","39","266","500","4,418","3,707","309"
"2012","Portland, OR","914","41","32","330","511","4,510","3,857","299"
"2013","Portland, OR"
"2014","Portland, OR","~","23","~","258","494","4,432","3,735","349"
"2001","Pittsburgh, PA","1,383","42","59","598","684","1,950","1,079","358"
"2002","Pittsburgh, PA","1,430","47","72","506","805","1,630","823","195"
"2003","Pittsburgh, PA","1,400","61","55","546","738","1,648","871","232"
"2004","Pittsburgh, PA","1,610","48","35","665","862","1,790","883","221"
"2005","Pittsburgh, PA","1,301","56","38","525","682","1,549","818","170"
"2006","Pittsburgh, PA","1,354","33","34","553","734","1,528","819","120"
"2007","Pittsburgh, PA","1,437","42","51","591","753","1,579","890","151"
"2008","Pittsburgh, PA","1,413","40","32","564","777","1,537","885","160"
"2009","Pittsburgh, PA","1,287","34","37","513","703","1,358","824","119"
"2010","Pittsburgh, PA","1,353","39","17","504","793","1,421","841","98"
"2011","Pittsburgh, PA","1,180","27","40","479","634","1,274","796","88"
"2012","Pittsburgh, PA","1,169","29","37","505","598","1,446","979","108"
"2013","Pittsburgh, PA","~","27","~","408","687","1,378","910","102"
"2014","Pittsburgh, PA","~","26","~","445","589","1,328","903","102"
"2001","Philadelphia, PA","10,607","240","604","3,557","6,206","13,372","8,076","3,074"
"2002","Philadelphia, PA","9,972","242","508","3,380","5,842","11,328","6,373","2,906"
"2003","Philadelphia, PA","9,147","241","491","3,277","5,138","10,728","5,921","2,984"
"2004","Philadelphia, PA","9,272","261","461","3,295","5,255","10,052","5,871","2,440"
"2005","Philadelphia, PA","9,296","236","476","3,477","5,107","9,636","5,657","2,284"
"2006","Philadelphia, PA","10,175","241","429","3,898","5,607","10,028","5,829","2,334"
"2007","Philadelphia, PA","9,375","267","423","3,644","5,041","9,841","5,847","2,075"
"2008","Philadelphia, PA","9,937","291","476","3,723","5,447","9,848","6,186","1,512"
"2009","Philadelphia, PA","8,639","234","424","3,307","4,674","8,501","5,699","1,179"
"2010","Philadelphia, PA","9,164","258","356","3,456","5,094","10,121","7,210","1,109"
"2011","Philadelphia, PA","8,975","212","320","3,410","5,033","10,031","7,091","1,091"
"2012","Philadelphia, PA","8,482","258","318","3,099","4,807","9,996","7,173","962"
"2013","Philadelphia, PA","~","208","~","2,829","4,450","9,309","6,761","907"
"2014","Philadelphia, PA","~","160","~","2,674","3,949","8,534","6,178","914"
"2001","Memphis, TN","1,970","89","75","480","1,326","6,048","4,260","744"
"2002","Memphis, TN","1,847","103","45","442","1,257","5,761","3,998","852"
"2003","Memphis, TN","1,694","105","21","597","971","5,740","3,794","772"
"2004","Memphis, TN","1,613","101","30","658","824","6,493","4,629","710"
